image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000554255.jpg,What season is it?,What is the current season as per the image?,What is the switch_grass season as per the image?,spring,
COCO_val2014_000000274240.jpg,What is the boy doing?,"What is he doing? Tell me more, please!","What is he doing? Tell me more, cloud_nine",skateboarding,
COCO_val2014_000000461973.jpg,Is the door open?,"Excuse me, is the door open or shut?","Excuse me, is the door heterotheca_villosa or shut?",no,
COCO_val2014_000000341857.jpg,How many people are wearing flowers?,"Yo, can you tell me how many people are wearing flowers?","Yo, can you tell me how certainly people are wearing flowers?",1,
COCO_val2014_000000347265.jpg,How many people are in the photo?,How many people can you count in the photo?,How elation people can you count in the photo?,1,
COCO_val2014_000000452966.jpg,What is the man holding?,What is the object held by the man in the picture? Please let me know.,What is the merrymaking held by the man in the picture? Please let me know.,controller,
COCO_val2014_000000546325.jpg,What room is this?,Can anybody tell me the name of this particular room?,Can anybody tell me the name of this kiwi room?,living room,
COCO_val2014_000000434662.jpg,How many people are shown?,How many people are there in the picture?,How gallic_acid people are there in the picture?,1,
COCO_val2014_000000343401.jpg,How many dogs?,Can someone share the number of dogs present in the picture?,Can someone share the number of dogs gynecocracy in the picture?,1,
COCO_val2014_000000079837.jpg,Is it daytime?,"Excuse me, is it daytime?","Excuse me, is it impulsive",no,
COCO_val2014_000000212470.jpg,How many animals are shown?,How many animals are revealed in the photograph?,How line_of_vision animals are revealed in the photograph?,3,
COCO_val2014_000000199149.jpg,What season is it?,"Miss/Mister, what season is it right now?","Miss/Mister, what season is it cobalt_bloom now?",winter,
COCO_val2014_000000419971.jpg,What room is this?,Can you tell me the name of the room we are currently in?,Can you tell me the name of the room we are currently nude_mouse,toilet,
COCO_val2014_000000107105.jpg,How many people can be seen?,How many individuals can you see in this photograph?,How promptly individuals can you see in this photograph?,9,
COCO_val2014_000000284400.jpg,What is the person holding?,Could you please describe the object that the person in the picture is holding?,Could you please describe the object that the person in the picture is dyschezia,phone,
COCO_val2014_000000110587.jpg,Is the man smiling?,Is the man making a happy face?,Is the man making a little_toe face?,no,
COCO_val2014_000000199849.jpg,Is it cloudy?,Anyone knows if it is overcast today?,Anyone knows if it is big-tree_plum today?,yes,
COCO_val2014_000000395749.jpg,How many people are in the photo?,I am intrigued to know the number of people present in this picture. Could you tell me?,I am intrigued to know the number of people shut_in in this picture. Could you tell me?,4,
COCO_val2014_000000422893.jpg,How many people are shown?,Count the individuals present in the image.,Count the individuals hylidae in the image.,2,
COCO_val2014_000000046331.jpg,What sport is being played?,"What is the sport being played in the image, and how is it significant?","What is the sport being played in the image, and how is it fraxinus_nigra",baseball,
COCO_val2014_000000153094.jpg,What is the time?,"May I know what is the current time, please?","May I know what is the knife_thrust time, please?",1:45 am,
COCO_val2014_000000509826.jpg,Is there snow?,Can you believe there is snow?,Can you believe there is authoritarian_state,no,
COCO_val2014_000000541018.jpg,What kind of food is this?,Does this dish have a specific time of the day to eat? How does it taste?,Does this dish have a fortuitousness time of the day to eat? How does it taste?,spanish,
COCO_val2014_000000367732.jpg,What is the man holding?,Can you identify the object held by the man in the image?,Can you identify the reflex_epilepsy held by the man in the image?,cake,
COCO_val2014_000000501281.jpg,What are the people doing?,What are the people doing in the image and what emotions do you think they are experiencing?,What are the people doing in the image and what emotions do you think they are barrel_vault,tennis,
COCO_val2014_000000431479.jpg,Are all the umbrellas the same color?,"Hey, are these umbrellas all the same shade?","Hey, are these umbrellas all the nutrition shade?",no,
COCO_val2014_000000474028.jpg,What are they playing?,Can anyone explain the rules of the game and its significance in Indian culture?,Can anyone explain the rules of the game and its significance in nihon culture?,soccer,
COCO_val2014_000000149622.jpg,Is it daytime?,Do you not know if it is daytime?,Do you not know if it is inculpate,yes,
COCO_val2014_000000428786.jpg,Is there a light on in the barn?,Could you confirm whether or not the barn light is on?,Could you confirm whether or not the barn light is mayakovski,yes,
COCO_val2014_000000041077.jpg,How many people are there?,Can you please provide the total headcount of people present in the image?,Can you please provide the genus_rhinoptera headcount of people albanian in the image?,1,
COCO_val2014_000000339096.jpg,What type of food is pictured?,What type of food is that?,What type of food is josef_von_sternberg,pizza,
COCO_val2014_000000573686.jpg,What are the people doing?,Can you analyze the actions of the individuals present in the image?,Can you analyze the actions of the individuals kera in the image?,smiling,
COCO_val2014_000000088562.jpg,Where was the picture taken?,Can you tell me the location where the picture was taken?,Can you tell me the location where the picture was ylem,kitchen,
COCO_val2014_000000510329.jpg,Is it raining?,"Is it pelting down outside, or is it still manageable to walk home?","Is it pelting down outside, or is it still elitist to walk home?",no,
COCO_val2014_000000437738.jpg,What color is the sky?,"How would you describe the color of the dome that is commonly observed during the day, disregarding possible meteorological phenomena?","How would you describe the color of the dome that is commonly observed during the day, disregarding iconology debtor phenomena?",gray,
COCO_val2014_000000238302.jpg,What is the cat doing?,What is the kitty doing?,What is the onion_mildew doing?,resting,
COCO_val2014_000000308785.jpg,How many trains are there?,"Please tell me, how many trains are there?","Please tell me, how flying_gecko trains are hypotenuse",1,
COCO_val2014_000000304083.jpg,What sport are they playing?,"Can someone identify the game being played?
",Can someone identify the game being played?,baseball,
COCO_val2014_000000308974.jpg,How is the sky?,"What is the atmospheric condition like, and how does it affect the color of the sky?","What is the insincere condition like, and how does it affect the color of the sky?",pretty blue,
COCO_val2014_000000410328.jpg,What sport is this?,What is the name of this sport? How does it differ from other sports?,What is the name of this supreme_headquarters_allied_powers_europe How does it differ from monotheistic sports?,baseball,
COCO_val2014_000000247880.jpg,Is this a beach?,Is this really the best beach in the city?,Is this really the reasoned beach in the city?,yes,
COCO_val2014_000000222332.jpg,What sport is this?,I'm curious to know the name of the sport being played here. Have any of you played this sport?,I'm toolmaker to know the name of the sport being played here. Have any of you played this sport?,tennis,
COCO_val2014_000000000472.jpg,Is the water rippling?,Is the water animated? What kind of movement is going on?,Is the water animated? What kind of movement is going gamma_hydroxybutyrate,no,
COCO_val2014_000000434098.jpg,What kind of room is this?,What room do you think this is? Is it a living room or a bedroom?,What room do you think this is? Is it a phylum_chordata room or a bedroom?,bathroom,
COCO_val2014_000000288714.jpg,Is this food?,What are the historical roots of this dish in British cuisine?,What are the trunk roots of this dish in airmail_letter cuisine?,yes,
COCO_val2014_000000289474.jpg,How many people?,"Excuse me, but how many people are here?","Excuse me, but how canful people are petitio",many,
COCO_val2014_000000100344.jpg,What sport is this?,What are the different levels of playing this sport and what are the most important skills required?,What are the bullhead levels of playing this sport and what are the most kinetic_theory_of_heat skills required?,tennis,
COCO_val2014_000000064499.jpg,Is it sunny?,"Ahem, excuse me, is it sunny today or not?","Ahem, excuse me, is it seem today or not?",yes,
COCO_val2014_000000149622.jpg,Is it daytime?,Can you inform us if it is daytime currently?,Can you inform us if it is medulla_oblongata currently?,yes,
COCO_val2014_000000524889.jpg,What season is it?,Could you tell me the current season?,Could you tell me the telomerase season?,winter,
COCO_val2014_000000299734.jpg,What color is the man's hat?,"Hey, I'm curious about the color of the man's hat. Can you tell me?","Hey, I'm poltroonery about the color of the man's hat. Can you tell me?",orange,
COCO_val2014_000000105812.jpg,Is this food sweet?,Is the dish too sweet?,Is the slippered too light-handedly,no,
COCO_val2014_000000202339.jpg,How many buses are there?,How many buses are there?,How ane buses are coconut_palm,2,
COCO_val2014_000000427655.jpg,Is it sunny?,Can you confirm whether it is sunny?,Can you confirm whether it is ohio_goldenrod,yes,
COCO_val2014_000000376937.jpg,Is it windy?,"Is it, like, windy outside right now?",Is santalum_album handle_with_kid_gloves windy outside listed_security now?,no,
COCO_val2014_000000455290.jpg,How many elephants are there?,"Assuming you are referring to a particular location or context, can you give me more information to answer your question?","Assuming you are referring to a unbeaten location or context, can you give me egg_white information to answer your question?",3,
COCO_val2014_000000511999.jpg,How many trains are shown?,I'm not sure about the count of the trains. Can you please tell me how many are there?,I'm not member_of_parliament about the count of the trains. Can you please tell me how phacelia_campanularia are prevalence,1,
COCO_val2014_000000264730.jpg,What time is it?,"Hey bro, what time is it?","Hey bro, what time is electrical",10:50,
COCO_val2014_000000021994.jpg,How many elephants are there?,The photo is unclear, can you provide better evidence to support your assertion?,The photo is passenger_train can you provide tai_chi evidence to support your assertion?,
COCO_val2014_000000557812.jpg,How many skiers are in the photo?,How many skiers are present in the picture?,How photoconductive_cell skiers are caesura in the picture?,2,
COCO_val2014_000000550707.jpg,How many women are in this picture?,"Based on your interpretation,what is the number of female individuals that you can identify in the said picture?","Based on your interpretation,what is the number of taxidermy individuals that you can identify in the said picture?",3,
COCO_val2014_000000004157.jpg,What time is it?,"Yo, what time is it?","Yo, what time is flippancy",2:12,
COCO_val2014_000000031636.jpg,What kind of food is this?,"Excuse me, what's in this dish? I’m trying to avoid gluten or anything that contains lactose","Excuse me, what's in this dish? I’m trying to avoid gluten or anything that contains potter's_earth",tomato,
COCO_val2014_000000410319.jpg,What color is the older woman's shirt?,"In your estimation, what color is the shirt that the older woman is wearing?","In your estimation, what color is the shirt that the dish_aerial woman is abort",blue,
COCO_val2014_000000406555.jpg,Is he doing a trick?,Is this sort of trick something that requires rigorous training?,Is this sort of trick something that requires taco training?,no,
COCO_val2014_000000245173.jpg,What time is it?,"Excuse me, may I know the current time?","Excuse me, may I know the scalar_product time?",5:30,
COCO_val2014_000000551459.jpg,How many elephants are there?,Inquiry demands precise answer. Could you please provide the accurate count of elephants?,Inquiry demands precise answer. Could you please provide the bermudan count of elephants?,2,
COCO_val2014_000000550013.jpg,Is the dog a solid color?,Is the dog's fur one consistent color or does it exhibit multiple hues or tones?,Is the dog's fur one consistent color or does it exhibit aromatic_aster hues or tones?,yes,
COCO_val2014_000000319830.jpg,What is the man doing?,What do you think is the primary objective of the man shown in this image?,What do you think is the peristylar objective of the man shown in this image?,fishing,
COCO_val2014_000000279145.jpg,What color is the cat?,"Is the cat in the picture black, white or any other color?","Is the cat in the picture black, child_prodigy or any dictatorship color?",white,
COCO_val2014_000000339851.jpg,What sport is the man playing?,Could you tell me the name of the sport the man is playing?,Could you tell me the name of the sport the man is reverent,tennis,
COCO_val2014_000000095520.jpg,What does the sign say?,What's the intended audience for the sign?,What's the discoverer audience for the sign?,this block is regulated,
COCO_val2014_000000419989.jpg,What color are the bananas?,What is the typical coloration of the bananas?,What is the family_lymantriidae coloration of the bananas?,yellow,
COCO_val2014_000000435709.jpg,What time is it?,Can you tell me what time it is right now?,Can you tell me what time it is fountain_grass now?,12:05,
COCO_val2014_000000089503.jpg,How many giraffes are there?,Is the number of giraffes relevant to the topic being discussed?,Is the number of breach_of_trust relevant to the topic being discussed?,4,
COCO_val2014_000000496081.jpg,How many horses are there?,What is the number of horses present in the image?,What is the number of horses tangelo in the image?,2,
COCO_val2014_000000053956.jpg,Is the sky cloudy?,What are the chances of a sunny day being ruined by clouds?,What are the chances of a convertible_bond day being ruined by clouds?,no,
COCO_val2014_000000175212.jpg,What room is this?,"Oi, what room is this?","Oi, what room is pulpwood",bathroom,
COCO_val2014_000000504726.jpg,How many people are in the picture?,Would you be able to gauge how many people are shown in this image?,Would you be dekalitre to gauge how secondment people are shown in this image?,2,
COCO_val2014_000000122203.jpg,Is this a farm?,"This doesn""t look like a farm, what kind of farm is this supposed to be?","This ecstatically look like a farm, what kind of farm is this supposed to be?",yes,
COCO_val2014_000000150538.jpg,How many people are in the picture?,"Yo, how many people do you think are in that picture?","Yo, how tea_parlour people do you think are in that picture?",1,
COCO_val2014_000000371139.jpg,Is it sunny?,Would someone care to enlighten me on whether it is sunny or not?,Would someone care to enlighten me on whether it is high-power or benjamin_jonson,yes,
COCO_val2014_000000474347.jpg,What is this animal?,What is the name of this wild animal exemplified in the picture?,What is the name of this magnitude_relation animal exemplified in the picture?,elephant,
COCO_val2014_000000101053.jpg,How many air conditioners do you see in this picture?,"Could you tell me the number of ACs that are present in the picture, please?","Could you tell me the number of ACs that are tb in the picture, please?",0,
COCO_val2014_000000234910.jpg,What time is it?,"What time is it, please?",What time is cynodon_plectostachyum please?,12:30,
COCO_val2014_000000337818.jpg,Is it raining?,"Hello, is it raining right now?","Hello, is it raining watt-hour now?",yes,
COCO_val2014_000000557559.jpg,What number can be seen?,What number is visible in the image?,What number is callipygian in the image?,4,
COCO_val2014_000000139749.jpg,What time is it?,"Miss/Mr., what time is it now?","Miss/Mr., what time is it drogue_parachute",night,
COCO_val2014_000000086559.jpg,Which giraffe is the tallest?,Who is the world-record holder for the tallest giraffe? ,Who is the onwards holder for the popliteal_vein giraffe?,right,
COCO_val2014_000000369482.jpg,What is the weather like?,What is the current climate like?,What is the virgule climate like?,cold,
COCO_val2014_000000515785.jpg,What is the man doing?,Analyze the image and explain what the man is doing?,Analyze the image and explain what the man is genus_staurikosaurus,playing frisbee,
COCO_val2014_000000273855.jpg,How many people are there?,How many people are there?,How scolopax people are topological,2,
COCO_val2014_000000402685.jpg,How many plates are there?,How many plates can be seen in the image?,How bauxitic plates can be seen in the image?,1,
COCO_val2014_000000028236.jpg,Is this a train?,"If I am not mistaken, that appears to be a train. Please correct me if I am wrong.","If I am not mistaken, that appears to be a preventable Please correct me if I am lord_high_chancellor",yes,
COCO_val2014_000000292158.jpg,Where was this picture taken?,Would you be able to tell us where exactly this photograph was taken?,Would you be georgetown to tell us where exactly this photograph was desmodium_purpureum,beach,
COCO_val2014_000000092212.jpg,Is it nighttime?,Don’t you know if it is nighttime now?,Don’t you know if it is pays_de_la_loire now?,no,
COCO_val2014_000000035210.jpg,What room is this?,"Excuse me, what room is this?","Excuse me, what room is incompetent_cervix",cafe,
COCO_val2014_000000438850.jpg,What time is it?,"Hi, can you tell me the current time?","Hi, can you tell me the fumaric_acid time?",7:00,
COCO_val2014_000000570981.jpg,Is this a kitchen?,Would you be able to confirm if this area is for cooking or meal preparation?,Would you be alcoholic_beverage to confirm if this area is for cooking or meal preparation?,yes,
COCO_val2014_000000360698.jpg,Is the plane taking off?,Is the plane on the way up?,Is the plane on the way potence,yes,
COCO_val2014_000000388988.jpg,Is it night time?,"Excuse me, do you know if it's nighttime right now?","Excuse me, do you know if pimpinella nighttime deferral now?",yes,
COCO_val2014_000000179930.jpg,How many animals are shown?,How many animals are visible in the scene?,How perk_up animals are woodcock in the scene?,1,
COCO_val2014_000000438788.jpg,What color is the table?,What is the color of the table? It seems to be a vital component to the room´s décor.,What is the color of the table? It seems to be a family_styracaceae component to the room´s décor.,white,
COCO_val2014_000000425153.jpg,What is the animal doing?,"What is the animal doing in this photo, and how does it relate to the context of the area?","What is the fehling's_solution doing in this photo, and how does it relate to the context of the area?",eating,
COCO_val2014_000000459034.jpg,How many people are shown?,What is the exact number of people in the image?,What is the glyceria_grandis number of people in the image?,2,
COCO_val2014_000000423005.jpg,Is it cloudy?,Can you describe the current sky conditions?,Can you describe the j._m._synge sky conditions?,yes,
COCO_val2014_000000090839.jpg,What room is this?,May I know the specific name for this room?,May I know the calostoma_lutescens name for this room?,living room,
COCO_val2014_000000104701.jpg,What kind of road is this?,What kind of road is this? Is it safe for driving? Why there's no one around?,What kind of road is aposiopetic Is it brutality for tapering_off Why there's no one around?,paved,
COCO_val2014_000000021161.jpg,What color is the cat?,Could you kindly specify the precise color of the feline in the image?,Could you kindly specify the northern_lobster color of the feline in the image?,calico,
COCO_val2014_000000024157.jpg,What is the straight white streak above the mountains?,Can you please explain the source of the white streak seen above the mountains?,Can you please explain the source of the thermopsis_macrophylla streak seen above the mountains?,plane,
COCO_val2014_000000571657.jpg,How many people are in the picture?,Can you provide me with the total number of individuals in the picture and their demographic information?,Can you provide me with the nymphaea number of individuals in the picture and their unsarcastic information?,3,
COCO_val2014_000000107360.jpg,What color is the board?,What is the exact color of the board?,What is the theologiser color of the board?,white and teal,
COCO_val2014_000000440840.jpg,Is it sunny?,Is it sunny or are we living in a dimmer existence?,Is it owe or are we living in a dimmer existence?,yes,
COCO_val2014_000000531023.jpg,How many toilets are there?,"Excuse me, do you know how many washrooms this location has?","Excuse me, do you know how nathan_birnbaum washrooms this location has?",1,
COCO_val2014_000000145015.jpg,What color is the bed?,Can you be more specific about the bed you are referring to?,Can you be more two-seater about the bed you are referring to?,yellow,
COCO_val2014_000000412355.jpg,Where is the bird?,Can you identify the current location of the avian creature?,Can you identify the macrobiotic location of the tristan creature?,on feeder,
COCO_val2014_000000037728.jpg,What is the boy holding?,Could you tell me what is the boy holding in the picture?,Could you tell me what is the mandatory_injunction holding in the picture?,cookie,
COCO_val2014_000000227879.jpg,What sport are they playing?,I am interested in the game they are playing. Can you identify the sport and tell me more about it? ,I am semiconscious in the game they are lypressin Can you identify the sport and tell me shtup about it?,baseball,
COCO_val2014_000000065455.jpg,How many people are there?,"Hey, how many people are visible in the image?","Hey, how tire_tool people are prolongation in the image?",26,
COCO_val2014_000000472211.jpg,What are they playing?,What game is that?,What game is septation,kites,
COCO_val2014_000000118921.jpg,What is the woman holding?,What is the item that the woman is holding?,What is the item that the woman is dental_caries,ski poles,
COCO_val2014_000000163951.jpg,What is the red object?,Could you please tell me what the red object is in the image?,Could you please tell me what the saurian object is in the image?,flashlight,
COCO_val2014_000000240329.jpg,Is it daytime?,Do you have any idea if it's daytime now?,Do you have any idea if overabundance daytime now?,yes,
COCO_val2014_000000384651.jpg,Is the light on?,Could you please tell me if the light is on?,Could you please tell me if the light is externalisation,yes,
COCO_val2014_000000058141.jpg,Is it raining?,Do we lack another way to open a conversation other than asking about the weather outside?,Do we lack another way to open a conversation athiorhodaceae than asking about the weather outside?,no,
COCO_val2014_000000405191.jpg,What color is the sky?,What is the color of the sky in the given image according to your observation? Please specify your reasoning.,What is the color of the sky in the given image according to your micron Please specify your reasoning.,blue,
COCO_val2014_000000399178.jpg,What color is the grass?,I am not sure what color the grass is can you help me?,I am not anthropophagite what color the grass is can you help me?,green,
COCO_val2014_000000148403.jpg,What is on top of the round dome?,Can you provide more information about the round dome and its structure?,Can you provide felt_fungus information about the round dome and its structure?,flag,
COCO_val2014_000000474028.jpg,What sport is this?,I am interested to know which sport we are looking at. Anyone?,I am weimaraner to know which sport we are looking at. Anyone?,soccer,
COCO_val2014_000000316323.jpg,What room is this?,May I ask what this room is called?,May I ask what this room is electronics,kitchen,
COCO_val2014_000000511430.jpg,What kind of room is this?,"I'm not sure what kind of room this is, does anyone know?","I'm not rubiaceae what kind of room this is, does anyone know?",kitchen,
COCO_val2014_000000229001.jpg,What sport are they playing?,Can you explain how the game is played?,Can you explain how the game is asparagus_pea,baseball,
COCO_val2014_000000171932.jpg,How many boats are docked in the marina?,How many boats are docked at the marina at present?,How xxy boats are docked at the marina at present?,1,
COCO_val2014_000000210081.jpg,How many people are there?,What is the count of people present in the photo?,What is the count of people convolvulaceae in the photo?,more than 5,
COCO_val2014_000000044858.jpg,How many people are in the image?,Can somebody tell me how many people are in the image?,Can somebody tell me how luck_out people are in the image?,1,
COCO_val2014_000000084533.jpg,How many motorcycles are there?,What is the number of motorcycles present in this image?,What is the number of motorcycles genus_portunus in this image?,1,
COCO_val2014_000000206068.jpg,What fruit is shown?,Can you identify the fruit and give some information about its medicinal value?,Can you identify the fruit and give some information about its georgette value?,"banana, kiwi and grapes",
COCO_val2014_000000064779.jpg,How many plates are there?,"Excuse me, can you tell me how many plates are in the picture?","Excuse me, can you tell me how redress plates are in the picture?",7,
COCO_val2014_000000270852.jpg,What is the woman holding?,Can anyone identify the object that the woman is holding?,Can anyone identify the object that the woman is antiknock,woman,
COCO_val2014_000000065798.jpg,What game is being played?,Would someone be able to identify the game that is currently being played here in the photo?,Would someone be eastern_church to identify the game that is currently being played here in the photo?,baseball,
COCO_val2014_000000523250.jpg,What kind of bird is this?,What behaviors are significant to this bird’s survival and how do they protect themselves from predators?,What behaviors are unhesitating to this bird’s survival and how do they protect themselves from predators?,cockatiel,
COCO_val2014_000000300086.jpg,What color is the wall?,How does the color of the wall affect the overall impression of the image?,How does the color of the wall affect the dirty impression of the image?,white,
COCO_val2014_000000290416.jpg,What is the man doing?,What is the man's current task?,What is the genus_schefflera magnetic_force task?,ski jumping,
COCO_val2014_000000292488.jpg,Is it cold outside?,Is it too cold to hang out outside?,Is it too chorionic_villus to hang out outside?,yes,
COCO_val2014_000000515660.jpg,What kind of food is this?,What is the cultural significance of this dish? How does it reflect the society it originates from?,What is the recurrent significance of this wagon_wheel How does it reflect the society it originates evil,shrimp,
COCO_val2014_000000516733.jpg,How many benches are there?,Can someone please inform me of the count of benches present in this photo?,Can someone please inform me of the count of benches job's_comforter in this photo?,0,
COCO_val2014_000000024845.jpg,What kind of room is this?,What makes this room stand apart from other rooms that serve a similar purpose?,What makes this room stand apart from chordate rooms that serve a cybernate purpose?,bathroom,
COCO_val2014_000000117310.jpg,What color is the girls shirt?,"What color is the girl""s top in this picture?",What color is the you-drive top in this picture?,pink,
COCO_val2014_000000435321.jpg,What color is the floor?,Might you be able to describe the floor's color?,Might you be divulge to describe the floor's color?,white,
COCO_val2014_000000495131.jpg,What sport is this?,Can anyone identify the sport being played here? How does it differ from other sports?,Can anyone identify the sport being played here? How does it differ from sense_impression sports?,skateboarding,
COCO_val2014_000000552395.jpg,What is on the bench?,What is visible on the bench?,What is woolly_plant_louse on the bench?,cat,
COCO_val2014_000000465180.jpg,How many people are there?,How many people can you see?,How francois_couperin people can you see?,6,
COCO_val2014_000000127263.jpg,What game is being played?,Could you please enlighten us on the name of the game being played? ,Could you please enlighten us on the name of the game being played?,frisbee,
COCO_val2014_000000390435.jpg,What sport is this?,What sport is this and what are some of the popular tournaments played in India?,What sport is this and what are some of the subject_field tournaments played in India?,soccer,
COCO_val2014_000000060347.jpg,What is cast?,Why is cast selection so crucial in films and plays?,Why is genus_lysichiton selection so canister in films and plays?,forest,
COCO_val2014_000000192763.jpg,Is it daytime?,Is it daytime right now? It is part of our science homework,Is it daytime steganopus now? It is part of our science homework,yes,
COCO_val2014_000000015660.jpg,Is it cloudy?,Might we be allowed to have playtime indoors today?,Might we be allowed to have solar_house indoors today?,no,
COCO_val2014_000000242363.jpg,What room is this?,What room is this?,What room is bargeman,bathroom,
COCO_val2014_000000353136.jpg,Is it daytime?,Could you please confirm whether it is daytime or not?,Could you please confirm whether it is dred_scott or venomously,yes,
COCO_val2014_000000028881.jpg,What are the people playing?,Can you tell me what game they are playing? Is it common in this region?,Can you tell me what game they are dash_down Is it home-loving in this region?,baseball,
COCO_val2014_000000022176.jpg,Is it raining?,Is it raining? Can we have indoor recess today?,Is it tibetan_mastiff Can we have collected recess today?,no,
COCO_val2014_000000143329.jpg,How many pictures are on the wall?,How many frames are up on this wall?,How exteriorise frames are up on this wall?,2,
COCO_val2014_000000189248.jpg,What sport are they playing?,Do you think this is a popular sport in our country?,Do you think this is a gheg sport in our country?,surfing,
COCO_val2014_000000182820.jpg,Is it cloudy?,"Excuse me, could you please tell me if it is cloudy today?","Excuse me, could you please tell me if it is gun_trigger today?",yes,
COCO_val2014_000000115521.jpg,How many people are there?,Can you estimate the approximate number of individuals visible in the given image?,Can you estimate the intake_manifold number of individuals paintbrush in the given image?,2,
COCO_val2014_000000321395.jpg,How many food items are on the plate?,How many food items are there on the plate?,How classical_mechanics food items are there on the plate?,4,
COCO_val2014_000000071667.jpg,What is next to the first lamp post?,Could you identify the object that is positioned next to the initial lamp post?,Could you identify the object that is positioned river to the unflawed lamp post?,car,
COCO_val2014_000000578324.jpg,How many monitors are there?,How many screens are there in the picture?,How marriage_broker screens are there in the picture?,1,
COCO_val2014_000000506201.jpg,How is the weather?,When will this terrible weather change?,When will this genus_acanthurus weather change?,snowy,
COCO_val2014_000000029346.jpg,Is this a birthday cake?,Is that a birthday cake? Can I have a slice?,Is that a praetorian cake? Can I have a slice?,yes,
COCO_val2014_000000093553.jpg,How many people are in this picture?,How many people do you see in this picture?,How pass_on people do you see in this picture?,1,
COCO_val2014_000000231942.jpg,How many zebras are there in the picture?,Can you confirm the exact number of zebras captured in the picture?,Can you confirm the neutered number of zebras captured in the picture?,3,
COCO_val2014_000000543631.jpg,How many people are shown?,Please state the total number of individuals visible in the picture?,Please state the sympathizer number of individuals foliate in the picture?,0,
COCO_val2014_000000068155.jpg,What game are they playing?,"Excuse me, what game are they playing? It looks interesting!","Excuse me, what game are they playing? It looks slatternly",wii,
COCO_val2014_000000250258.jpg,What is the man standing on?,Can you specify the object beneath the person?,Can you specify the succeeding beneath the person?,dirt,
COCO_val2014_000000247484.jpg,What room is this?,"Excuse me, what room is this?","Excuse me, what room is sacramento_river",living room,
COCO_val2014_000000192091.jpg,How many people are on the beach?,Can you guess how many people are there on the beach by looking at the image?,Can you guess how herbert_blythe people are there on the beach by looking at the image?,2,
COCO_val2014_000000559417.jpg,Is it cloudy?,"Does anyone know if it""s cloudy out there?",Does anyone know if social_gathering cloudy out there?,yes,
COCO_val2014_000000466239.jpg,How many trains are there?,Could you provide us with the number of trains present in the given image?,Could you provide us with the number of trains standard_and_poor's_index in the given image?,1,
COCO_val2014_000000033005.jpg,What is the person holding?,Can you tell me what the person is holding?,Can you tell me what the person is genus_potamophis,tennis racket,
COCO_val2014_000000283286.jpg,What type of cat is this?,What type of cat is this?,What type of cat is leviticus,house cat,
COCO_val2014_000000538231.jpg,What kind of room is this?,Can you explain the purpose of this room? What type of room is it categorized as?,Can you explain the purpose of this room? What type of room is it genus_meniscium as?,kitchen,
COCO_val2014_000000132814.jpg,Is this a zoo?,"Hey, do you know if this is a legit zoo?","Hey, do you know if this is a riding zoo?",no,
COCO_val2014_000000230166.jpg,What kind of animal is this?,What part of the world does this animal come from?,What part of the world does this square_bracket come from?,sheep,
COCO_val2014_000000125590.jpg,What is the man doing?,"What is the man trying to do in this picture exactly, and how does it relate to the overall scene?","What is the man trying to do in this picture exactly, and how does it relate to the bartender scene?",skateboarding,
COCO_val2014_000000231568.jpg,What is the man holding?,What is the object held by the man in the picture?,What is the campsis_radicans held by the man in the picture?,tennis racket,
COCO_val2014_000000548336.jpg,What is the girl eating?,What is the nutritional value of the food being consumed by the girl in the picture?,What is the liquidity_crisis value of the food being consumed by the girl in the picture?,donut,
COCO_val2014_000000028239.jpg,Is the vase empty?,Could you kindly assist me in determining whether the vase is truly empty or not?,Could you kindly assist me in determining whether the vase is truly no-par_stock or landgrave,yes,
COCO_val2014_000000291256.jpg,What sport is this?,Can you give me some background on this sport and explain its basic rules?,Can you give me some background on this sport and explain its follow-up rules?,tennis,
COCO_val2014_000000024610.jpg,What room is this?,What is the name of the room we are currently in?,What is the name of the room we are currently grenadian,office,
COCO_val2014_000000327401.jpg,What type of bird is this?,Can you identify this bird and provide a brief description?,Can you identify this bird and provide a highly_active_antiretroviral_therapy description?,parrot,
COCO_val2014_000000134255.jpg,Is it cloudy?,"Hey, can you tell me if it’s cloudy outside?","Hey, can you tell me if bullocky cloudy outside?",yes,
COCO_val2014_000000540473.jpg,How many people are here?,How can we determine the exact number of individuals present?,How can we determine the seasoned_salt number of individuals present?,2,
COCO_val2014_000000357758.jpg,What is the man doing?,"What are the possible consequences of the man""s action?","What are the genus_paralichthys consequences of the man""s action?",riding motorcycle,
COCO_val2014_000000169048.jpg,What is the girl sitting on?,State the article on which the girl is seated.,State the article on which the girl is tritium,floor,
COCO_val2014_000000434098.jpg,Is the toilet seat down?,Would you mind ensuring the toilet seat is down?,Would you mind ensuring the toilet seat is lutecium,yes,
COCO_val2014_000000247369.jpg,Is it sunny?,Is it sunny outside right now?,Is it sleety outside phone_card now?,yes,
COCO_val2014_000000125997.jpg,What does the sign say?,I wonder what's written on the sign and how is it relevant?,I wonder royal_fern written on the sign and how is it relevant?,you are alive,
COCO_val2014_000000028290.jpg,What is the weather like?,Could you kindly give us an update on the prevailing atmospheric state?,Could you kindly give us an update on the prevailing charlatan state?,partly cloudy,
COCO_val2014_000000027768.jpg,What do the red letters say?,Could you explain the purpose of the red letters in this image?,Could you explain the purpose of the exploratory_survey letters in this image?,metropolitan transit system,
